
this is long file 

"ExpNo" "TreatNo" "Date" "Variable" "simValue" "obsValue" "Error"
"815" 15 8 "17/01/2011" "LeafLigules" 13.601 17.33 1.24
"816" 15 8 "20/12/2010" "LeafLigules" 6.158 7.62 0.59
"817" 15 8 "23/12/2010" "LeafLigules" 6.818 8.52 0.51
"818" 15 8 "23/12/2010" "LightInt" 0.233 0.92 0.03
"819" 15 8 "24/01/2011" "stage_code" 5 6.57 0.16
"820" 15 8 "25/11/2010" "LeafLigules" 2.423 2.86 0.36
"821" 15 8 "26/01/2011" "LeafLigules" 15.841 19.67 0.91
"822" 15 8 "26/11/2010" "stage_code" 3 2.95 0.04
"823" 15 8 "27/12/2010" "LeafLigules" 7.696 9.29 0.56
"824" 15 8 "29/11/2010" "LeafLigules" 3.085 3.1 0.7
"825" 15 8 "30/11/2010" "LightInt" 0.031 0.29 0.11
"826" 15 8 "31/01/2011" "LeafLigules" 17.149 18.93 5.2
"827" 15 9 "02/02/2011" "AboveDM" 2801.678 3645 634
"828" 15 9 "02/02/2011" "LAI" 2.677 7.49 0.43
"829" 15 9 "02/02/2011" "LeafDM" 1296.061 2532 587
"830" 15 9 "02/02/2011" "StemDM" 1190.877 1113 151
"831" 15 9 "03/01/2011" "LeafLigules" 4.474 5.86 0.36
"832" 15 9 "03/02/2011" "LAI" 2.869 6.61 0
"833" 15 9 "03/02/2011" "LeafLigules" 10.674 14.05 1.28
"834" 15 9 "03/02/2011" "LightInt" 0.708 0.98 0
"835" 15 9 "04/03/2011" "LeafLigules" 17.964 20.36 0.93
"836" 15 9 "06/01/2011" "LeafLigules" 4.945 6.48 0.51
"837" 15 9 "07/02/2011" "LeafLigules" 11.999 15.75 1.33
"838" 15 9 "09/12/2010" "stage_code" 3 2.36 0.22
"839" 15 9 "10/01/2011" "LeafLigules" 5.543 7.29 0.64
"840" 15 9 "10/02/2011" "LeafLigules" 12.862 18.35 1.31
"841" 15 9 "10/02/2011" "stage_code" 5 6.1 0
"842" 15 9 "10/12/2010" "stage_code" 3 2.46 0.19
"843" 15 9 "11/01/2011" "LAI" 0.338 1.42 0.08
"844" 15 9 "11/02/2011" "stage_code" 5 6.33 0.11
"845" 15 9 "12/01/2011" "LightInt" 0.149 0.7 0.11
"846" 15 9 "13/12/2010" "stage_code" 3 2.94 0.05
"847" 15 9 "14/01/2011" "LeafLigules" 6.034 7.62 0.74
"848" 15 9 "14/02/2011" "stage_code" 5 6.77 0.2
"849" 15 9 "15/02/2011" "LeafLigules" 14.262 20.25 1.48
"850" 15 9 "15/03/2011" "LAI" 4.756 8.09 0
"851" 15 9 "15/04/2011" "AboveDM" 15493.181 33010 2826
"852" 15 9 "15/04/2011" "LAI" 4.245 7.74 0.94
"853" 15 9 "15/04/2011" "LeafDM" 1906.803 5182 45
"854" 15 9 "15/04/2011" "StemDM" 9353.996 9868 1019
"855" 15 9 "17/01/2011" "LeafLigules" 6.601 8.29 0.64
"856" 15 9 "20/05/2011" "AboveDM" 16684.424 26999 4576
"857" 15 9 "20/05/2011" "LeafDM" 1827.877 4805 635
"858" 15 9 "20/05/2011" "StemDM" 8381.629 6885 586
"859" 15 9 "20/12/2010" "LeafLigules" 2.129 2.71 0.72
"860" 15 9 "21/12/2010" "stage_code" 3 2.93 0.07
"861" 15 9 "23/12/2010" "LeafLigules" 2.789 3.52 0.51
"862" 15 9 "23/12/2010" "LightInt" 0.023 0.2 0.08
"863" 15 9 "26/01/2011" "LeafLigules" 8.43 10.33 0.8
"864" 15 9 "27/12/2010" "LeafLigules" 3.331 4.29 0.64
"865" 15 9 "31/01/2011" "LeafLigules" 9.738 12.57 1.25
"866" 18 1 "01/05/1991" "AboveDM" 20506.959 19849 1325
"867" 18 1 "02/04/1991" "AboveDM" 18952.178 19209 2312
"868" 18 1 "02/04/1991" "LAI" 4.062 4.61 0.37
"869" 18 1 "02/04/1991" "LeafDM" 1818.607 2575 173
"870" 18 1 "02/04/1991" "StemDM" 6293.627 7015 798
"871" 18 1 "04/03/1991" "AboveDM" 14584.696 13463 1167
"872" 18 1 "04/03/1991" "LAI" 4.162 4.93 0.57
"873" 18 1 "04/03/1991" "LeafDM" 2069.643 2387 144
"874" 18 1 "04/03/1991" "StemDM" 7093.972 8131 594
"875" 18 1 "15/04/1991" "AboveDM" 19991.457 19956 2014
"876" 18 1 "15/04/1991" "LAI" 3.917 3.86 0.3
"877" 18 1 "15/04/1991" "LeafDM" 1759.993 2342 205
"878" 18 1 "15/04/1991" "StemDM" 6293.627 6595 1249
"879" 18 1 "18/03/1991" "AboveDM" 17015.551 16889 766
"880" 18 1 "18/03/1991" "LAI" 4.101 4.67 0.27
"881" 18 1 "18/03/1991" "LeafDM" 2038.319 2432 159
"882" 18 1 "18/03/1991" "StemDM" 6941.731 8007 233
"883" 18 1 "20/12/1990" "AboveDM" 445.325 412 44
"884" 18 1 "20/12/1990" "LAI" 0.468 0.97 0.13
"885" 18 1 "20/12/1990" "LeafDM" 301.882 220 87
"886" 18 1 "20/12/1990" "StemDM" 110.146 192 58
"887" 18 1 "21/01/1991" "AboveDM" 6347.918 3094 203
"888" 18 1 "21/01/1991" "LAI" 4.466 3.4 0.12
"889" 18 1 "21/01/1991" "LeafDM" 2175.18 1467 57
"890" 18 1 "21/01/1991" "StemDM" 3416.904 1627 152
"891" 18 10 "01/05/1991" "AboveDM" 20526.127 18586 861
"892" 18 10 "02/04/1991" "AboveDM" 18957.572 20116 2307
"893" 18 10 "02/04/1991" "LAI" 4.062 4.06 0.29
"894" 18 10 "02/04/1991" "LeafDM" 1818.607 2513 116
"895" 18 10 "02/04/1991" "StemDM" 6293.627 8079 1932
"896" 18 10 "04/03/1991" "AboveDM" 14584.696 13293 676
"897" 18 10 "04/03/1991" "LAI" 4.162 4.76 0.4
"898" 18 10 "04/03/1991" "LeafDM" 2069.643 2327 237
"899" 18 10 "04/03/1991" "StemDM" 7093.972 8037 216
"900" 18 10 "15/04/1991" "AboveDM" 20004.168 20059 247
"901" 18 10 "15/04/1991" "LAI" 3.917 4.07 0.07
"902" 18 10 "15/04/1991" "LeafDM" 1759.993 2212 87
"903" 18 10 "15/04/1991" "StemDM" 6293.627 6358 255
"904" 18 10 "18/03/1991" "AboveDM" 17015.953 16100 1126
"905" 18 10 "18/03/1991" "LAI" 4.101 4.66 0.28
"906" 18 10 "18/03/1991" "LeafDM" 2038.319 2415 108
"907" 18 10 "18/03/1991" "StemDM" 6942.133 7677 72
"908" 18 10 "20/12/1990" "AboveDM" 445.325 393 223
"909" 18 10 "20/12/1990" "LAI" 0.468 0.83 0.18
"910" 18 10 "20/12/1990" "LeafDM" 301.882 234 139
"911" 18 10 "20/12/1990" "StemDM" 110.146 160 85
"912" 18 10 "21/01/1991" "AboveDM" 6347.918 3004 14
"913" 18 10 "21/01/1991" "LAI" 4.466 2.97 0.16
"914" 18 10 "21/01/1991" "LeafDM" 2175.18 1308 45
"915" 18 10 "21/01/1991" "StemDM" 3416.904 1696 31
"916" 18 2 "01/05/1991" "AboveDM" 20358.74 17521 2420
"917" 18 2 "02/04/1991" "AboveDM" 18811.99 17044 278
"918" 18 2 "02/04/1991" "LAI" 3.992 3.89 0.11
"919" 18 2 "02/04/1991" "LeafDM" 1805.209 1986 268
"920" 18 2 "02/04/1991" "StemDM" 6228.113 5432 1165
"921" 18 2 "04/03/1991" "AboveDM" 14446.02 11459 2634
"922" 18 2 "04/03/1991" "LAI" 4.14 3.59 0.33
"923" 18 2 "04/03/1991" "LeafDM" 2082.749 1737 341
"924" 18 2 "04/03/1991" "StemDM" 7025.236 6550 1621
"925" 18 2 "15/04/1991" "AboveDM" 19846.682 18569 2391
"926" 18 2 "15/04/1991" "LAI" 3.793 3.49 0.28
"927" 18 2 "15/04/1991" "LeafDM" 1712.229 1890 114
"928" 18 2 "15/04/1991" "StemDM" 6228.113 5407 835
"929" 18 2 "18/03/1991" "AboveDM" 16875.824 14789 58
"930" 18 2 "18/03/1991" "LAI" 4.088 3.44 0.04
"931" 18 2 "18/03/1991" "LeafDM" 2055.423 1741 226
"932" 18 2 "18/03/1991" "StemDM" 6886.966 5612 535
"933" 18 2 "20/12/1990" "AboveDM" 445.4 391 77
"934" 18 2 "20/12/1990" "LAI" 0.468 0.77 0.09
"935" 18 2 "20/12/1990" "LeafDM" 301.944 242 37
"936" 18 2 "20/12/1990" "StemDM" 110.157 149 40
"937" 18 2 "21/01/1991" "AboveDM" 6245.313 1869 493
"938" 18 2 "21/01/1991" "LAI" 4.357 2.04 0.72
"939" 18 2 "21/01/1991" "LeafDM" 2147.566 888 267
"940" 18 2 "21/01/1991" "StemDM" 3357.988 981 227
"941" 18 3 "01/05/1991" "AboveDM" 19907.283 15598 2931
"942" 18 3 "02/04/1991" "AboveDM" 18390.047 11561 232
"943" 18 3 "02/04/1991" "LAI" 3.719 2.95 0.86
"944" 18 3 "02/04/1991" "LeafDM" 1773.558 1337 68
"945" 18 3 "02/04/1991" "StemDM" 6032.828 3516 298
"946" 18 3 "04/03/1991" "AboveDM" 14040.466 8664 1349
"947" 18 3 "04/03/1991" "LAI" 4.077 3.28 1.24
"948" 18 3 "04/03/1991" "LeafDM" 2091.833 1222 54
"949" 18 3 "04/03/1991" "StemDM" 6819.734 4643 398
"950" 18 3 "15/04/1991" "AboveDM" 19405.471 14471 1442
"951" 18 3 "15/04/1991" "LAI" 3.52 2.77 1.64
"952" 18 3 "15/04/1991" "LeafDM" 1675.549 1242 110
"953" 18 3 "15/04/1991" "StemDM" 6032.828 3873 327
"954" 18 3 "18/03/1991" "AboveDM" 16468.068 13278 4002
"955" 18 3 "18/03/1991" "LAI" 3.944 3.05 0.69
"956" 18 3 "18/03/1991" "LeafDM" 2028.569 1460 306
"957" 18 3 "18/03/1991" "StemDM" 6723.343 5549 1593
"958" 18 3 "20/12/1990" "AboveDM" 445.4 404 20
"959" 18 3 "20/12/1990" "LAI" 0.468 1 0.25
"960" 18 3 "20/12/1990" "LeafDM" 301.944 237 14
"961" 18 3 "20/12/1990" "StemDM" 110.157 168 6
"962" 18 3 "21/01/1991" "AboveDM" 5945.604 1431 132
"963" 18 3 "21/01/1991" "LAI" 4.066 1.98 0.59
"964" 18 3 "21/01/1991" "LeafDM" 2044.759 864 349
"965" 18 3 "21/01/1991" "StemDM" 3181.301 567 217
"966" 18 4 "01/05/1991" "AboveDM" 19315.793 15239 920
"967" 18 4 "02/04/1991" "AboveDM" 17776.41 13463 1344
"968" 18 4 "02/04/1991" "LAI" 3.516 2.9 0.06
"969" 18 4 "02/04/1991" "LeafDM" 1867.439 1565 202
"970" 18 4 "02/04/1991" "StemDM" 5878.198 3760 323
"971" 18 4 "04/03/1991" "AboveDM" 13484.27 10124 211
"972" 18 4 "04/03/1991" "LAI" 3.874 3.31 0.15
"973" 18 4 "04/03/1991" "LeafDM" 2043.245 1634 17
"974" 18 4 "04/03/1991" "StemDM" 6693.347 5679 984
"975" 18 4 "15/04/1991" "AboveDM" 18808.664 15229 2167
"976" 18 4 "15/04/1991" "LAI" 3.318 2.76 0.08
"977" 18 4 "15/04/1991" "LeafDM" 1659.899 1608 55
"978" 18 4 "15/04/1991" "StemDM" 5730.281 4212 106
"979" 18 4 "18/03/1991" "AboveDM" 15884.156 9698 1355
"980" 18 4 "18/03/1991" "LAI" 3.741 2.77 0.48
"981" 18 4 "18/03/1991" "LeafDM" 1979.941 1351 30
"982" 18 4 "18/03/1991" "StemDM" 6798.508 4234 580
"983" 18 4 "20/12/1990" "AboveDM" 445.4 394 11
"984" 18 4 "20/12/1990" "LAI" 0.468 0.75 0.03
"985" 18 4 "20/12/1990" "LeafDM" 301.944 240 3
"986" 18 4 "20/12/1990" "StemDM" 110.157 154 8
"987" 18 4 "21/01/1991" "AboveDM" 5889.192 1419 311
"988" 18 4 "21/01/1991" "LAI" 3.973 1.54 0.09
"989" 18 4 "21/01/1991" "LeafDM" 2016.283 646 70
"990" 18 4 "21/01/1991" "StemDM" 3145.022 773 241
"991" 18 5 "01/05/1991" "AboveDM" 20521.08 20103 2052
"992" 18 5 "02/04/1991" "AboveDM" 18962.44 17898 1844
"993" 18 5 "02/04/1991" "LAI" 4.061 3.72 0.13
"994" 18 5 "02/04/1991" "LeafDM" 1819.075 1939 60
"995" 18 5 "02/04/1991" "StemDM" 6291.422 5357 152
"996" 18 5 "04/03/1991" "AboveDM" 14579.278 10469 699
"997" 18 5 "04/03/1991" "LAI" 4.162 5.75 1.74
"998" 18 5 "04/03/1991" "LeafDM" 2069.144 2016 287
"999" 18 5 "04/03/1991" "StemDM" 7091.562 6250 1129
"1000" 18 5 "15/04/1991" "AboveDM" 20004.49 21502 2872
"1001" 18 5 "15/04/1991" "LAI" 3.915 4.08 0.12
"1002" 18 5 "15/04/1991" "LeafDM" 1759.751 2384 150
"1003" 18 5 "15/04/1991" "StemDM" 6291.422 6767 1441
"1004" 18 5 "18/03/1991" "AboveDM" 17018.023 15760 1692
"1005" 18 5 "18/03/1991" "LAI" 4.101 4.18 0.31
"1006" 18 5 "18/03/1991" "LeafDM" 2037.939 2190 228
"1007" 18 5 "18/03/1991" "StemDM" 6947.605 7206 901
"1008" 18 5 "20/12/1990" "AboveDM" 444.916 307 48
"1009" 18 5 "20/12/1990" "LAI" 0.466 0.67 0.07
"1010" 18 5 "20/12/1990" "LeafDM" 301.569 194 16
"1011" 18 5 "20/12/1990" "StemDM" 110.062 112 32
"1012" 18 5 "21/01/1991" "AboveDM" 6343.452 2285 221
"1013" 18 5 "21/01/1991" "LAI" 4.463 2.79 0.01
"1014" 18 5 "21/01/1991" "LeafDM" 2173.475 1096 40
"1015" 18 5 "21/01/1991" "StemDM" 3414.754 1189 181
"1016" 18 6 "01/05/1991" "AboveDM" 20574.838 19065 481
"1017" 18 6 "02/04/1991" "AboveDM" 19003.648 16132 2959
"1018" 18 6 "02/04/1991" "LAI" 4.062 3.86 0.05
"1019" 18 6 "02/04/1991" "LeafDM" 1819.738 2219 272
"1020" 18 6 "02/04/1991" "StemDM" 6293.627 6486 1175
"1021" 18 6 "04/03/1991" "AboveDM" 14584.696 12799 1405
"1022" 18 6 "04/03/1991" "LAI" 4.162 4.89 0.04
"1023" 18 6 "04/03/1991" "LeafDM" 2069.643 2251 100
"1024" 18 6 "04/03/1991" "StemDM" 7093.972 8347 1323
"1025" 18 6 "15/04/1991" "AboveDM" 20054.422 18318 2224
"1026" 18 6 "15/04/1991" "LAI" 3.917 4.01 0.1
"1027" 18 6 "15/04/1991" "LeafDM" 1761.088 2209 160
"1028" 18 6 "15/04/1991" "StemDM" 6293.627 6372 676
"1029" 18 6 "18/03/1991" "AboveDM" 17038.731 15941 1017
"1030" 18 6 "18/03/1991" "LAI" 4.101 4.52 0.67
"1031" 18 6 "18/03/1991" "LeafDM" 2038.319 2179 203
"1032" 18 6 "18/03/1991" "StemDM" 6964.91 8840 362
"1033" 18 6 "20/12/1990" "AboveDM" 445.325 428 9
"1034" 18 6 "20/12/1990" "LAI" 0.468 0.84 0.07
"1035" 18 6 "20/12/1990" "LeafDM" 301.882 264 2
"1036" 18 6 "20/12/1990" "StemDM" 110.146 164 11
"1037" 18 6 "21/01/1991" "AboveDM" 6347.918 2618 402
"1038" 18 6 "21/01/1991" "LAI" 4.466 2.83 0.39
"1039" 18 6 "21/01/1991" "LeafDM" 2175.18 1187 249
"1040" 18 6 "21/01/1991" "StemDM" 3416.904 1431 153
"1041" 18 7 "01/05/1991" "AboveDM" 20579.713 16891 2075
"1042" 18 7 "02/04/1991" "AboveDM" 18999.24 17640 1388
"1043" 18 7 "02/04/1991" "LAI" 4.062 3.74 0.64
"1044" 18 7 "02/04/1991" "LeafDM" 1819.738 2031 476
"1045" 18 7 "02/04/1991" "StemDM" 6293.627 6537 1724
"1046" 18 7 "04/03/1991" "AboveDM" 14584.696 11689 695
"1047" 18 7 "04/03/1991" "LAI" 4.162 4.28 0.35
"1048" 18 7 "04/03/1991" "LeafDM" 2069.643 1995 160
"1049" 18 7 "04/03/1991" "StemDM" 7093.972 7324 555
"1050" 18 7 "15/04/1991" "AboveDM" 20053.369 18656 2039
"1051" 18 7 "15/04/1991" "LAI" 3.917 3.27 0.93
"1052" 18 7 "15/04/1991" "LeafDM" 1761.088 1696 524
"1053" 18 7 "15/04/1991" "StemDM" 6293.627 5823 208
"1054" 18 7 "18/03/1991" "AboveDM" 17037.295 15276 515
"1055" 18 7 "18/03/1991" "LAI" 4.101 4.74 0.67
"1056" 18 7 "18/03/1991" "LeafDM" 2038.319 2553 315
"1057" 18 7 "18/03/1991" "StemDM" 6963.475 7561 130
"1058" 18 7 "20/12/1990" "AboveDM" 445.325 391 260
"1059" 18 7 "20/12/1990" "LAI" 0.468 0.82 0.44
"1060" 18 7 "20/12/1990" "LeafDM" 301.882 247 160
"1061" 18 7 "20/12/1990" "StemDM" 110.146 145 100
"1062" 18 7 "21/01/1991" "AboveDM" 6347.918 2230 196
"1063" 18 7 "21/01/1991" "LAI" 4.466 2.28 0
"1064" 18 7 "21/01/1991" "LeafDM" 2175.18 958 43
"1065" 18 7 "21/01/1991" "StemDM" 3416.904 1273 153
"1066" 18 8 "01/05/1991" "AboveDM" 20530.775 20766 349
"1067" 18 8 "02/04/1991" "AboveDM" 18958.648 17788 2014
"1068" 18 8 "02/04/1991" "LAI" 4.061 4.04 0.78
"1069" 18 8 "02/04/1991" "LeafDM" 1817.948 2143 183
"1070" 18 8 "02/04/1991" "StemDM" 6291.422 6434 464
"1071" 18 8 "04/03/1991" "AboveDM" 14579.278 13924 559
"1072" 18 8 "04/03/1991" "LAI" 4.162 4.49 0.56
"1073" 18 8 "04/03/1991" "LeafDM" 2069.144 2478 27
"1074" 18 8 "04/03/1991" "StemDM" 7091.562 8785 134
"1075" 18 8 "15/04/1991" "AboveDM" 20007.117 19004 1462
"1076" 18 8 "15/04/1991" "LAI" 3.915 3.56 0.33
"1077" 18 8 "15/04/1991" "LeafDM" 1758.661 1907 265
"1078" 18 8 "15/04/1991" "StemDM" 6291.422 6019 708
"1079" 18 8 "18/03/1991" "AboveDM" 17013.879 23307 8461
"1080" 18 8 "18/03/1991" "LAI" 4.101 5.84 0.91
"1081" 18 8 "18/03/1991" "LeafDM" 2037.939 3334 993
"1082" 18 8 "18/03/1991" "StemDM" 6943.463 11790 4125
"1083" 18 8 "20/12/1990" "AboveDM" 444.916 410 138
"1084" 18 8 "20/12/1990" "LAI" 0.466 0.85 0.27
"1085" 18 8 "20/12/1990" "LeafDM" 301.569 249 81
"1086" 18 8 "20/12/1990" "StemDM" 110.062 160 57
"1087" 18 8 "21/01/1991" "AboveDM" 6343.452 2579 375
"1088" 18 8 "21/01/1991" "LAI" 4.463 2.87 0.62
"1089" 18 8 "21/01/1991" "LeafDM" 2173.475 1194 229
"1090" 18 8 "21/01/1991" "StemDM" 3414.754 1385 146
"1091" 18 9 "01/05/1991" "AboveDM" 20506.896 19572 1772
"1092" 18 9 "02/04/1991" "AboveDM" 18940.094 18601 582
"1093" 18 9 "02/04/1991" "LAI" 4.061 4.15 0.38
"1094" 18 9 "02/04/1991" "LeafDM" 1817.948 2522 104
"1095" 18 9 "02/04/1991" "StemDM" 6291.422 7222 945
"1096" 18 9 "04/03/1991" "AboveDM" 14579.278 12212 1749
"1097" 18 9 "04/03/1991" "LAI" 4.162 4.25 0.69
"1098" 18 9 "04/03/1991" "LeafDM" 2069.144 2187 26
"1099" 18 9 "04/03/1991" "StemDM" 7091.562 7534 607
"1100" 18 9 "15/04/1991" "AboveDM" 19984.885 18343 2164
"1101" 18 9 "15/04/1991" "LAI" 3.915 3.84 0.46
"1102" 18 9 "15/04/1991" "LeafDM" 1758.661 1991 68
"1103" 18 9 "15/04/1991" "StemDM" 6291.422 5354 342
"1104" 18 9 "18/03/1991" "AboveDM" 17004.889 16066 525
"1105" 18 9 "18/03/1991" "LAI" 4.101 4.52 0.5
"1106" 18 9 "18/03/1991" "LeafDM" 2037.939 2262 149
"1107" 18 9 "18/03/1991" "StemDM" 6934.471 7301 1295
"1108" 18 9 "20/12/1990" "AboveDM" 444.916 409 65
"1109" 18 9 "20/12/1990" "LAI" 0.466 0.85 0.1
"1110" 18 9 "20/12/1990" "LeafDM" 301.569 257 42
"1111" 18 9 "20/12/1990" "StemDM" 110.062 152 23
"1112" 18 9 "21/01/1991" "AboveDM" 6343.452 2840 1058
"1113" 18 9 "21/01/1991" "LAI" 4.463 3 0.73
"1114" 18 9 "21/01/1991" "LeafDM" 2173.475 1230 368
"1115" 18 9 "21/01/1991" "StemDM" 3414.754 1610 690
"1116" 2 1 "03/11/2008" "LeafLigules" 4.28 2.6 0.2
"1117" 2 1 "17/11/2008" "LeafLigules" 5.942 1.87 0.81
"1118" 2 1 "24/04/2009" "AboveDM" 25990.299 26540 3281
"1119" 2 1 "24/04/2009" "GrainDM" 12348.507 12439 2164
"1120" 2 1 "24/04/2009" "LeafDM" 1.679 3103 304
"1121" 2 1 "24/04/2009" "StemDM" 8813.688 8234 1206
"1122" 2 1 "30/12/2008" "LightInt" 0.857 0.68 0.02
"1123" 2 2 "03/11/2008" "LeafLigules" 4.28 5.73 0.12
"1124" 2 2 "17/11/2008" "LeafLigules" 5.942 0.8 0.92
"1125" 2 2 "23/03/2009" "AboveDM" 24448.561 26973 2502
"1126" 2 2 "23/03/2009" "GrainDM" 10984.889 15003 1104
"1127" 2 2 "23/03/2009" "LeafDM" 1722.412 2534 235
"1128" 2 2 "23/03/2009" "StemDM" 8635.57 6707 922
"1129" 2 2 "30/12/2008" "LightInt" 0.857 0.75 0.02
"1130" 2 3 "02/03/2009" "stage_code" 7 6.72 0.08
"1131" 2 3 "05/02/2009" "LeafLigules" 15.95 13.73 0.42
"1132" 2 3 "05/02/2009" "stage_code" 5 6 0
"1133" 2 3 "05/03/2009" "AboveDM" 12704.798 14397 507
"1134" 2 3 "06/03/2009" "stage_code" 7 6.93 0.04
"1135" 2 3 "07/01/2009" "AboveDM" 977.034 855 190
"1136" 2 3 "07/01/2009" "LightInt" 0.242 0.53 0.04
"1137" 2 3 "07/02/2009" "stage_code" 5 6 0
"1138" 2 3 "08/01/2009" "LeafLigules" 7.678 7.4 0.53
"1139" 2 3 "08/02/2009" "LightInt" 0.906 0.97 0.02
"1140" 2 3 "09/02/2009" "stage_code" 5 6 0
"1141" 2 3 "11/02/2009" "stage_code" 5 6 0
"1142" 2 3 "13/02/2009" "AboveDM" 8756.673 11895 866
"1143" 2 3 "13/02/2009" "stage_code" 5 6 0
"1144" 2 3 "14/01/2009" "LightInt" 0.436 0.68 0.01
"1145" 2 3 "14/02/2009" "stage_code" 5 6 0
"1146" 2 3 "16/02/2009" "LeafLigules" 18.77 17.67 1.15
"1147" 2 3 "16/02/2009" "stage_code" 5 6 0
"1148" 2 3 "18/02/2009" "stage_code" 5 6.02 0.03
"1149" 2 3 "19/01/2009" "LeafLigules" 10.792 9.2 0.4
"1150" 2 3 "21/02/2009" "stage_code" 6 6.18 0.14
"1151" 2 3 "21/04/2009" "AboveDM" 17680.943 20687 4375
"1152" 2 3 "21/04/2009" "GrainDM" 5340.269 3194 755
"1153" 2 3 "23/02/2009" "stage_code" 6 6.38 0.25
"1154" 2 3 "23/03/2009" "AboveDM" 15380.875 16576 2054
"1155" 2 3 "24/04/2009" "AboveDM" 17697 20948 1017
"1156" 2 3 "24/04/2009" "GrainDM" 5500.773 3406 1135
"1157" 2 3 "24/04/2009" "LeafDM" 1790.408 3712 165
"1158" 2 3 "24/04/2009" "StemDM" 7765.168 11657 832
"1159" 2 3 "25/02/2009" "stage_code" 7 6.42 0.28
"1160" 2 3 "27/01/2009" "AboveDM" 4880.148 5453 803
"1161" 2 3 "27/02/2009" "LeafLigules" 18.77 19.8 0.4
"1162" 2 3 "27/02/2009" "stage_code" 7 6.53 0.2
"1163" 2 3 "28/01/2009" "LeafLigules" 13.653 11.47 0.23
"1164" 2 3 "30/12/2008" "LightInt" 0.128 0.23 0.05
"1165" 2 4 "05/02/2009" "LeafLigules" 15.95 16.93 1.53
"1166" 2 4 "05/02/2009" "stage_code" 5 6.02 0.03
"1167" 2 4 "05/03/2009" "AboveDM" 12704.798 17842 805
"1168" 2 4 "07/01/2009" "AboveDM" 977.034 1962 252
"1169" 2 4 "07/01/2009" "LightInt" 0.242 0.76 0.06
"1170" 2 4 "07/02/2009" "stage_code" 5 6.17 0.13
"1171" 2 4 "08/01/2009" "LeafLigules" 7.678 9.33 0.64
"1172" 2 4 "08/02/2009" "LightInt" 0.906 0.96 0.02
"1173" 2 4 "09/02/2009" "stage_code" 5 6.58 0.16
"1174" 2 4 "11/02/2009" "stage_code" 5 6.85 0.1
"1175" 2 4 "13/02/2009" "AboveDM" 8756.673 11486 1024
"1176" 2 4 "13/02/2009" "stage_code" 5 6.8 0
"1177" 2 4 "14/01/2009" "LightInt" 0.436 0.81 0.04
"1178" 2 4 "14/02/2009" "stage_code" 5 6.88 0.08
"1179" 2 4 "16/02/2009" "LeafLigules" 18.77 19.67 0.42
"1180" 2 4 "19/01/2009" "LeafLigules" 10.792 11.4 1
"1181" 2 4 "21/04/2009" "AboveDM" 17680.943 24685 4986
"1182" 2 4 "21/04/2009" "GrainDM" 5340.269 9601 2289
"1183" 2 4 "23/03/2009" "AboveDM" 15380.875 18578 1492
"1184" 2 4 "23/03/2009" "GrainDM" 1896.968 3312 1419
"1185" 2 4 "24/04/2009" "AboveDM" 17697 23914 459
"1186" 2 4 "24/04/2009" "GrainDM" 5500.773 10265 510
"1187" 2 4 "24/04/2009" "LeafDM" 1790.408 3389 127
"1188" 2 4 "24/04/2009" "StemDM" 7765.168 7807 354
"1189" 2 4 "27/01/2009" "AboveDM" 4880.148 7340 1741
"1190" 2 4 "27/02/2009" "LeafLigules" 18.77 19.67 0.42
"1191" 2 4 "28/01/2009" "LeafLigules" 13.653 14.13 1.1
"1192" 2 4 "30/12/2008" "LightInt" 0.128 0.43 0.09
"1193" 2 5 "03/11/2008" "LeafLigules" 4.28 2.53 0.23
"1194" 2 5 "17/11/2008" "LeafLigules" 7.088 1.13 0.12
"1195" 2 5 "23/03/2009" "AboveDM" 26522.627 22087 3137
"1196" 2 5 "23/03/2009" "GrainDM" 15587.944 12215 1436
"1197" 2 5 "23/03/2009" "LeafDM" 1429.943 1905 240
"1198" 2 5 "23/03/2009" "StemDM" 7111.583 5871 1166
"1199" 2 5 "30/12/2008" "LightInt" 0.873 0.64 0.07
"1200" 2 6 "03/11/2008" "LeafLigules" 4.28 5.27 0.58
"1201" 2 6 "06/03/2009" "AboveDM" 24186.94 21686 2853
"1202" 2 6 "06/03/2009" "GrainDM" 13252.257 12395 1516
"1203" 2 6 "06/03/2009" "LeafDM" 1564.363 1642 143
"1204" 2 6 "06/03/2009" "StemDM" 7111.583 5632 1116
"1205" 2 6 "17/11/2008" "LeafLigules" 7.088 0.27 0.31
"1206" 2 6 "30/12/2008" "LightInt" 0.873 0.65 0.02
"1207" 2 7 "02/02/2009" "stage_code" 6 6.15 0
"1208" 2 7 "05/02/2009" "LeafLigules" 15.565 15.2 0.6
"1209" 2 7 "05/02/2009" "stage_code" 7 6.2 0.3
"1210" 2 7 "05/03/2009" "AboveDM" 15363.998 16164 2041
"1211" 2 7 "07/01/2009" "AboveDM" 2292.146 1275 255
"1212" 2 7 "07/01/2009" "LightInt" 0.613 0.58 0.04
"1213" 2 7 "07/02/2009" "stage_code" 7 6.37 0.25
"1214" 2 7 "08/01/2009" "LeafLigules" 10.18 7.4 0.2
"1215" 2 7 "08/02/2009" "LightInt" 0.892 0.96 0
"1216" 2 7 "09/02/2009" "stage_code" 7 6.53 0.29
"1217" 2 7 "11/02/2009" "stage_code" 7 6.72 0.28
"1218" 2 7 "13/02/2009" "AboveDM" 12017.466 11440 1006
