
this is long file 

"ExpNo" "TreatNo" "Date" "Variable" "simValue" "obsValue" "Error"
"410" 10 7 "05/02/2010" "stage_code" 7 6.74 0.25
"411" 10 7 "08/02/2010" "stage_code" 7 6.98 0.03
"412" 10 7 "10/11/2009" "stage_code" 2 2.79 0.05
"413" 10 7 "11/11/2009" "stage_code" 2 2.98 0.03
"414" 10 7 "12/11/2009" "stage_code" 3 3 0
"415" 10 7 "30/04/2010" "GrainDM" 8622.492 8555 1077
"416" 10 8 "01/12/2009" "stage_code" 2 2.9 0.14
"417" 10 8 "02/06/2010" "GrainDM" 6932.734 6289 1221
"418" 10 8 "02/12/2009" "stage_code" 3 2.92 0.11
"419" 10 8 "11/02/2010" "LAI" 4.911 10.99 0.54
"420" 10 8 "11/02/2010" "LeafLigules" 14.679 21.9 0.14
"421" 10 8 "12/02/2010" "stage_code" 5 6.08 0
"422" 10 8 "15/02/2010" "stage_code" 6 6.76 0.06
"423" 10 8 "17/02/2010" "stage_code" 6 6.8 0
"424" 10 8 "30/11/2009" "stage_code" 2 2.83 0.25
"425" 10 9 "01/02/2010" "stage_code" 7 7 0
"426" 10 9 "10/11/2009" "stage_code" 2 2.9 0.05
"427" 10 9 "11/11/2009" "stage_code" 2 2.97 0.02
"428" 10 9 "12/11/2009" "stage_code" 3 2.97 0.02
"429" 10 9 "20/04/2010" "GrainDM" 9367.656 9839 293
"430" 10 9 "21/01/2010" "LeafLigules" 12.676 18.6 0
"431" 10 9 "22/01/2010" "LAI" 4.079 7.15 0.11
"432" 10 9 "22/01/2010" "LeafLigules" 12.676 18.4 0
"433" 10 9 "22/01/2010" "stage_code" 7 6.08 0
"434" 10 9 "25/01/2010" "stage_code" 7 6.88 0
"435" 10 9 "27/01/2010" "stage_code" 7 6.98 0.03
"436" 10 9 "29/01/2010" "stage_code" 7 7 0
"437" 15 1 "03/01/2011" "LeafLigules" 14.497 14.14 0.38
"438" 15 1 "03/02/2011" "LightInt" 0.862 0.91 0.04
"439" 15 1 "03/12/2010" "LeafLigules" 8.64 5.57 0.51
"440" 15 1 "04/11/2010" "LeafLigules" 2.517 1.38 0.5
"441" 15 1 "06/01/2011" "LeafLigules" 14.497 14.14 0.38
"442" 15 1 "06/12/2010" "LeafLigules" 9.447 6.43 0.51
"443" 15 1 "06/12/2010" "LightInt" 0.64 0.63 0
"444" 15 1 "08/11/2010" "LeafLigules" 2.888 2.52 0.6
"445" 15 1 "09/12/2010" "LeafLigules" 10.056 6.86 0.73
"446" 15 1 "11/11/2010" "LeafLigules" 3.24 2.71 0.46
"447" 15 1 "12/01/2011" "LightInt" 0.864 0.92 0.01
"448" 15 1 "12/11/2010" "LightInt" 0.048 0.25 0.05
"449" 15 1 "13/12/2010" "LeafLigules" 11.03 8.52 0.75
"450" 15 1 "14/12/2010" "AboveDM" 3963.821 4470 865
"451" 15 1 "14/12/2010" "LAI" 3.554 1.11 0.02
"452" 15 1 "14/12/2010" "LeafDM" 1754.223 2400 396
"453" 15 1 "14/12/2010" "StemDM" 1806.674 2070 470
"454" 15 1 "15/11/2010" "LeafLigules" 4.145 3.71 0.46
"455" 15 1 "16/12/2010" "LeafLigules" 11.934 9.71 0.85
"456" 15 1 "17/03/2011" "AboveDM" 15590.196 26218 2331
"457" 15 1 "17/03/2011" "LeafDM" 1689.896 2862 313
"458" 15 1 "17/03/2011" "StemDM" 5142.597 7295 406
"459" 15 1 "18/10/2010" "stage_code" 3 2.57 0.22
"460" 15 1 "18/11/2010" "AboveDM" 227.269 193 16
"461" 15 1 "18/11/2010" "LAI" 0.339 0.11 0.05
"462" 15 1 "18/11/2010" "LeafDM" 176.078 122 6
"463" 15 1 "18/11/2010" "LeafLigules" 4.912 4.43 0.51
"464" 15 1 "18/11/2010" "LightInt" 0.124 0.28 0.09
"465" 15 1 "18/11/2010" "StemDM" 34.894 71 10
"466" 15 1 "19/10/2010" "stage_code" 3 2.65 0.18
"467" 15 1 "20/12/2010" "LeafLigules" 13.176 10.24 1.26
"468" 15 1 "21/02/2011" "AboveDM" 13802.868 23371 1005
"469" 15 1 "21/02/2011" "LAI" 3.836 3.18 0.37
"470" 15 1 "21/02/2011" "LeafDM" 1942.223 2444 93
"471" 15 1 "21/02/2011" "StemDM" 5703.595 6274 271
"472" 15 1 "21/10/2010" "stage_code" 3 2.7 0.16
"473" 15 1 "21/12/2010" "AboveDM" 5263.832 2502 0
"474" 15 1 "21/12/2010" "LAI" 4.369 1.71 0
"475" 15 1 "21/12/2010" "LeafDM" 2095.184 1432 0
"476" 15 1 "21/12/2010" "StemDM" 2594.615 1070 0
"477" 15 1 "22/11/2010" "LeafLigules" 5.892 5.05 0.74
"478" 15 1 "23/12/2010" "LeafLigules" 14.367 13.57 1.69
"479" 15 1 "23/12/2010" "LightInt" 0.867 0.84 0.06
"480" 15 1 "23/12/2010" "stage_code" 5 6.43 0.04
"481" 15 1 "24/12/2010" "stage_code" 5 6.55 0.14
"482" 15 1 "25/11/2010" "AboveDM" 577.839 344 0
"483" 15 1 "25/11/2010" "LAI" 0.787 0.06 0
"484" 15 1 "25/11/2010" "LeafDM" 392.794 214 0
"485" 15 1 "25/11/2010" "LeafLigules" 6.431 5.33 0.58
"486" 15 1 "25/11/2010" "StemDM" 142.221 130 0
"487" 15 1 "27/12/2010" "LeafLigules" 14.497 14.29 0.78
"488" 15 1 "27/12/2010" "stage_code" 5 6.8 0
"489" 15 1 "28/10/2010" "LeafLigules" 1.757 1.12 0.33
"490" 15 1 "28/10/2010" "stage_code" 3 2.93 0.03
"491" 15 1 "29/11/2010" "LeafLigules" 7.628 5.57 0.51
"492" 15 1 "29/12/2010" "stage_code" 6 6.83 0.08
"493" 15 1 "30/11/2010" "LightInt" 0.454 0.49 0.07
"494" 15 2 "03/01/2011" "LeafLigules" 12.055 12.17 1.72
"495" 15 2 "03/01/2011" "stage_code" 5 6.22 0.15
"496" 15 2 "03/02/2011" "LightInt" 0.896 0.93 0.04
"497" 15 2 "03/12/2010" "LeafLigules" 3.646 3.14 0.36
"498" 15 2 "05/01/2011" "stage_code" 5 6.67 0.15
"499" 15 2 "06/01/2011" "LeafLigules" 12.906 14.89 1.45
"500" 15 2 "06/01/2011" "stage_code" 5 6.77 0.1
"501" 15 2 "06/12/2010" "LeafLigules" 4.093 4.05 0.22
"502" 15 2 "07/01/2011" "AboveDM" 5359.986 4374 40
"503" 15 2 "07/01/2011" "LAI" 4.647 5.37 0.02
"504" 15 2 "07/01/2011" "LeafDM" 2052.782 1055 228
"505" 15 2 "07/01/2011" "StemDM" 2697.86 2238 167
"506" 15 2 "09/12/2010" "LeafLigules" 4.702 4.05 0.22
"507" 15 2 "10/01/2011" "AboveDM" 6436.045 6688 0
"508" 15 2 "10/01/2011" "LAI" 4.9 5.76 0
"509" 15 2 "10/01/2011" "LeafDM" 2269.593 1302 0
"510" 15 2 "10/01/2011" "LeafLigules" 13.986 17.33 0.52
"511" 15 2 "10/01/2011" "stage_code" 5 6.95 0
"512" 15 2 "10/01/2011" "StemDM" 3384.172 2572 0
"513" 15 2 "10/11/2010" "stage_code" 3 2.35 0.17
"514" 15 2 "11/11/2010" "stage_code" 3 2.45 0.2
"515" 15 2 "12/01/2011" "LightInt" 0.899 0.92 0.01
"516" 15 2 "12/11/2010" "stage_code" 3 2.67 0.16
"517" 15 2 "13/12/2010" "AboveDM" 448.741 2196 0
"518" 15 2 "13/12/2010" "LAI" 0.54 0.32 0
"519" 15 2 "13/12/2010" "LeafDM" 315.602 1268 0
"520" 15 2 "13/12/2010" "LeafLigules" 5.676 5.48 0.51
"521" 15 2 "13/12/2010" "StemDM" 97.156 928 0
"522" 15 2 "14/12/2010" "AboveDM" 510.414 2441 185
"523" 15 2 "14/12/2010" "LAI" 0.62 0.31 0.02
"524" 15 2 "14/12/2010" "LeafDM" 353.24 1390 116
"525" 15 2 "14/12/2010" "StemDM" 116.078 1051 69
"526" 15 2 "15/11/2010" "stage_code" 3 2.74 0.21
"527" 15 2 "16/12/2010" "LeafLigules" 6.58 6.38 0.59
"528" 15 2 "20/12/2010" "LeafLigules" 7.822 7.19 0.51
"529" 15 2 "21/02/2011" "AboveDM" 16153.404 26868 0
"530" 15 2 "21/02/2011" "LAI" 4.102 4.93 0
"531" 15 2 "21/02/2011" "LeafDM" 2050.205 3125 0
"532" 15 2 "21/02/2011" "StemDM" 8428.637 9641 0
"533" 15 2 "22/02/2011" "AboveDM" 16294.635 32245 657
"534" 15 2 "22/02/2011" "LAI" 4.099 5.55 0.68
"535" 15 2 "22/02/2011" "LeafDM" 2017.093 3728 15
"536" 15 2 "22/02/2011" "StemDM" 8344.407 11098 506
"537" 15 2 "23/12/2010" "LeafLigules" 9.013 8.14 0.57
"538" 15 2 "23/12/2010" "LightInt" 0.583 0.82 0.04
"539" 15 2 "25/03/2011" "AboveDM" 19828.594 27269 3393
"540" 15 2 "25/03/2011" "LeafDM" 1804.538 3047 267
"541" 15 2 "25/03/2011" "StemDM" 7003.212 6701 814
"542" 15 2 "25/11/2010" "LeafLigules" 2.423 2.86 0.36
"543" 15 2 "26/11/2010" "stage_code" 3 2.89 0.1
"544" 15 2 "27/12/2010" "LeafLigules" 9.992 9.48 0.6
"545" 15 2 "29/11/2010" "LeafLigules" 3.085 2.9 0.3
"546" 15 2 "30/11/2010" "LightInt" 0.045 0.26 0.02
"547" 15 3 "01/02/2011" "AboveDM" 5175.677 3311 197
"548" 15 3 "01/02/2011" "LAI" 4.479 5.27 0.05
"549" 15 3 "01/02/2011" "LeafDM" 2048.204 1362 61
"550" 15 3 "01/02/2011" "stage_code" 5 6.85 0
"551" 15 3 "01/02/2011" "StemDM" 2558.129 1473 135
"552" 15 3 "03/01/2011" "LeafLigules" 5.096 5.33 0.48
"553" 15 3 "03/02/2011" "LightInt" 0.881 0.93 0.02
"554" 15 3 "06/01/2011" "LeafLigules" 5.947 5.86 0.48
"555" 15 3 "09/12/2010" "stage_code" 3 2.72 0.15
"556" 15 3 "10/01/2011" "LeafLigules" 7.028 7.05 0.59
"557" 15 3 "10/12/2010" "stage_code" 3 2.79 0.11
"558" 15 3 "11/01/2011" "LAI" 1.142 1.75 0.46
"559" 15 3 "12/01/2011" "LightInt" 0.406 0.73 0.03
"560" 15 3 "13/12/2010" "stage_code" 3 2.97 0.01
"561" 15 3 "14/01/2011" "LeafLigules" 7.914 7.71 0.56
"562" 15 3 "15/04/2011" "AboveDM" 17755.477 25309 1919
"563" 15 3 "15/04/2011" "LeafDM" 1880.883 3388 313
"564" 15 3 "15/04/2011" "StemDM" 6721.895 6091 552
"565" 15 3 "17/01/2011" "LeafLigules" 8.937 8.57 0.68
"566" 15 3 "20/12/2010" "LeafLigules" 2.129 2.81 0.4
"567" 15 3 "21/12/2010" "stage_code" 3 2.93 0.07
"568" 15 3 "23/12/2010" "LeafLigules" 2.789 3.43 0.51
"569" 15 3 "23/12/2010" "LightInt" 0.032 0.17 0.04
"570" 15 3 "26/01/2011" "LeafLigules" 11.178 11.57 0.68
"571" 15 3 "27/12/2010" "LeafLigules" 3.331 3.95 0.22
"572" 15 3 "30/03/2011" "AboveDM" 16592.17 26466 1350
"573" 15 3 "30/03/2011" "LAI" 4.115 4.75 0.52
"574" 15 3 "30/03/2011" "LeafDM" 1998.922 3210 14
"575" 15 3 "30/03/2011" "StemDM" 7442.551 6371 601
"576" 15 3 "31/01/2011" "LeafLigules" 12.486 14.62 0.59
"577" 15 3 "31/01/2011" "stage_code" 5 6.7 0.09
"578" 15 4 "03/01/2011" "LeafLigules" 15.468 14.25 1.8
"579" 15 4 "03/01/2011" "stage_code" 5 6.7 0.2
"580" 15 4 "03/02/2011" "LightInt" 0.896 0.95 0.02
"581" 15 4 "03/12/2010" "LeafLigules" 6.698 5.29 0.46
"582" 15 4 "04/11/2010" "LeafLigules" 2.517 1 0
"583" 15 4 "05/01/2011" "stage_code" 5 6.73 0.04
"584" 15 4 "06/01/2011" "LeafLigules" 16.319 15.4 2.66
"585" 15 4 "06/01/2011" "stage_code" 5 6.85 0
"586" 15 4 "06/12/2010" "LeafLigules" 7.505 6.57 0.6
"587" 15 4 "06/12/2010" "LightInt" 0.336 0.56 0
"588" 15 4 "08/11/2010" "LeafLigules" 2.888 1.9 0.44
"589" 15 4 "09/12/2010" "LeafLigules" 8.114 6.76 0.54
"590" 15 4 "10/01/2011" "LeafLigules" 16.882 18 0.39
"591" 15 4 "11/11/2010" "LeafLigules" 3.24 2.1 0.3
"592" 15 4 "12/01/2011" "LightInt" 0.903 0.95 0.02
"593" 15 4 "12/11/2010" "LightInt" 0.038 0.22 0.1
"594" 15 4 "13/12/2010" "LeafLigules" 9.089 7.81 0.75
"595" 15 4 "15/11/2010" "LeafLigules" 3.896 3.29 0.64
"596" 15 4 "16/12/2010" "LeafLigules" 9.992 8.48 0.75
"597" 15 4 "17/01/2011" "LeafLigules" 16.882 19.29 1.38
"598" 15 4 "17/03/2011" "AboveDM" 15173.573 31802 2829
"599" 15 4 "17/03/2011" "LeafDM" 1771.884 4763 432
"600" 15 4 "17/03/2011" "StemDM" 7514.146 8797 797
"601" 15 4 "18/10/2010" "stage_code" 3 2.5 0.18
"602" 15 4 "18/11/2010" "AboveDM" 170.107 250 37
"603" 15 4 "18/11/2010" "LAI" 0.167 0.08 0.02
"604" 15 4 "18/11/2010" "LeafDM" 127.275 162 20
"605" 15 4 "18/11/2010" "LeafLigules" 4.321 3.71 0.56
"606" 15 4 "18/11/2010" "LightInt" 0.07 0.24 0.04
"607" 15 4 "18/11/2010" "StemDM" 27.521 88 17
"608" 15 4 "19/10/2010" "stage_code" 3 2.66 0.19
"609" 15 4 "20/12/2010" "LeafLigules" 11.234 9.05 0.74
"610" 15 4 "21/10/2010" "stage_code" 3 2.75 0.15
"611" 15 4 "21/12/2010" "AboveDM" 3489.661 1926 404
"612" 15 4 "21/12/2010" "LAI" 3.599 1.95 0.72
"613" 15 4 "21/12/2010" "LeafDM" 1542.045 1042 165
"614" 15 4 "21/12/2010" "StemDM" 1564.961 884 263
"615" 15 4 "22/11/2010" "LeafLigules" 4.864 4.86 0.36
"616" 15 4 "23/12/2010" "LeafLigules" 12.426 9.71 1.45
"617" 15 4 "23/12/2010" "LightInt" 0.826 0.93 0.02
"618" 15 4 "25/11/2010" "AboveDM" 336.042 260 0
"619" 15 4 "25/11/2010" "LAI" 0.287 0.07 0
"620" 15 4 "25/11/2010" "LeafDM" 237.37 160 0
"621" 15 4 "25/11/2010" "LeafLigules" 5.162 4.86 0.57
"622" 15 4 "25/11/2010" "StemDM" 68.725 100 0
"623" 15 4 "27/12/2010" "LeafLigules" 13.404 11.1 1.3
"624" 15 4 "28/02/2011" "AboveDM" 13759.819 35738 10149
"625" 15 4 "28/02/2011" "LAI" 4.145 5.8 0.93
"626" 15 4 "28/02/2011" "LeafDM" 1910.366 4026 1077
"627" 15 4 "28/02/2011" "StemDM" 7403.486 11683 3931
"628" 15 4 "28/10/2010" "LeafLigules" 1.757 1 0
"629" 15 4 "28/10/2010" "stage_code" 3 2.95 0.02
"630" 15 4 "29/11/2010" "LeafLigules" 5.825 5.19 0.6
"631" 15 4 "29/12/2010" "stage_code" 5 6.1 0
"632" 15 4 "30/11/2010" "LightInt" 0.179 0.44 0.06
"633" 15 4 "31/12/2010" "stage_code" 5 6.38 0.1
"634" 15 5 "03/01/2011" "LeafLigules" 10.392 10.55 0.69
"635" 15 5 "03/02/2011" "LightInt" 0.917 0.93 0.04
"636" 15 5 "03/12/2010" "LeafLigules" 3.646 3.19 0.6
"637" 15 5 "04/03/2011" "AboveDM" 16650.238 39804 1957
"638" 15 5 "04/03/2011" "LAI" 4.132 7.11 0.32
"639" 15 5 "04/03/2011" "LeafDM" 2003.314 4710 107
"640" 15 5 "04/03/2011" "StemDM" 9054.828 13810 1095
"641" 15 5 "06/01/2011" "LeafLigules" 11.242 11.2 1.11
"642" 15 5 "06/12/2010" "LeafLigules" 4.093 4 0.55
"643" 15 5 "07/01/2011" "AboveDM" 3525.986 4768 1516
"644" 15 5 "07/01/2011" "LAI" 3.466 6.01 1.01
"645" 15 5 "07/01/2011" "LeafDM" 1530.346 1838 458
"646" 15 5 "07/01/2011" "StemDM" 1600.725 2223 683
"647" 15 5 "09/12/2010" "LeafLigules" 4.43 4 0.55
"648" 15 5 "10/01/2011" "AboveDM" 4490.4 5294 0
"649" 15 5 "10/01/2011" "LAI" 4.037 6.18 0
"650" 15 5 "10/01/2011" "LeafDM" 1796.391 2286 0
"651" 15 5 "10/01/2011" "LeafLigules" 12.323 14.75 0.79
"652" 15 5 "10/01/2011" "stage_code" 5 6.57 0.08
"653" 15 5 "10/01/2011" "StemDM" 2175.865 2176 0
"654" 15 5 "10/11/2010" "stage_code" 3 2.26 0.22
"655" 15 5 "11/11/2010" "stage_code" 3 2.63 0.19
"656" 15 5 "12/01/2011" "LightInt" 0.851 0.95 0.03
"657" 15 5 "12/01/2011" "stage_code" 5 6.67 0.06
"658" 15 5 "12/04/2011" "AboveDM" 20460.477 31833 4834
"659" 15 5 "12/04/2011" "LeafDM" 1795.608 5026 784
"660" 15 5 "12/04/2011" "StemDM" 7816.58 7889 1554
"661" 15 5 "12/11/2010" "stage_code" 3 2.76 0.12
"662" 15 5 "13/12/2010" "AboveDM" 324.176 2048 0
"663" 15 5 "13/12/2010" "LAI" 0.265 0.59 0
"664" 15 5 "13/12/2010" "LeafDM" 225.618 1190 0
"665" 15 5 "13/12/2010" "LeafLigules" 4.97 5.75 0.44
"666" 15 5 "13/12/2010" "StemDM" 69.023 858 0
"667" 15 5 "14/01/2011" "LeafLigules" 13.209 16.89 1.29
"668" 15 5 "14/12/2010" "AboveDM" 358.163 1999 358
"669" 15 5 "14/12/2010" "LAI" 0.289 0.46 0.22
"670" 15 5 "14/12/2010" "LeafDM" 247.487 1124 167
"671" 15 5 "14/12/2010" "StemDM" 77.771 875 191
"672" 15 5 "15/11/2010" "stage_code" 3 2.9 0.03
"673" 15 5 "16/12/2010" "LeafLigules" 5.47 6.3 0.47
"674" 15 5 "17/01/2011" "LeafLigules" 14.233 18.16 0.6
"675" 15 5 "20/12/2010" "LeafLigules" 6.158 7 0.56
"676" 15 5 "23/12/2010" "LeafLigules" 7.35 7.9 0.45
"677" 15 5 "23/12/2010" "LightInt" 0.316 0.9 0.02
"678" 15 5 "25/11/2010" "LeafLigules" 2.423 2.35 0.49
"679" 15 5 "26/11/2010" "stage_code" 3 2.96 0.06
"680" 15 5 "27/12/2010" "LeafLigules" 8.328 9 0.79
"681" 15 5 "29/11/2010" "LeafLigules" 3.085 2.52 0.75
"682" 15 5 "30/11/2010" "LightInt" 0.036 0.23 0.02
"683" 15 6 "01/04/2011" "AboveDM" 15461.501 29190 4265
"684" 15 6 "01/04/2011" "LAI" 4.283 6.7 0.67
"685" 15 6 "01/04/2011" "LeafDM" 1977.944 3911 571
"686" 15 6 "01/04/2011" "StemDM" 8916.37 7072 1974
"687" 15 6 "02/02/2011" "AboveDM" 3707.665 3909 202
"688" 15 6 "02/02/2011" "LAI" 3.644 6.1 0.24
"689" 15 6 "02/02/2011" "LeafDM" 1588.635 2112 183
"690" 15 6 "02/02/2011" "StemDM" 1708.647 1563 89
"691" 15 6 "03/01/2011" "LeafLigules" 4.474 5.14 0.57
"692" 15 6 "03/02/2011" "LeafLigules" 11.719 15.45 2.21
"693" 15 6 "03/02/2011" "LightInt" 0.811 0.96 0.01
"694" 15 6 "03/02/2011" "stage_code" 5 6.33 0.25
"695" 15 6 "04/03/2011" "LeafLigules" 16.786 17.29 1.11
"696" 15 6 "06/01/2011" "LeafLigules" 4.945 5.71 0.72
"697" 15 6 "06/05/2011" "AboveDM" 17062.406 28009 2063
"698" 15 6 "06/05/2011" "LeafDM" 1883.981 4622 169
"699" 15 6 "06/05/2011" "StemDM" 7489.501 6473 420
"700" 15 6 "07/02/2011" "LeafLigules" 13.043 16.38 1.75
"701" 15 6 "07/02/2011" "stage_code" 5 6.68 0.04
"702" 15 6 "09/12/2010" "stage_code" 3 2.4 0.18
"703" 15 6 "10/01/2011" "LeafLigules" 5.543 6.71 0.72
"704" 15 6 "10/02/2011" "LeafLigules" 13.907 16 2.24
"705" 15 6 "10/12/2010" "stage_code" 3 2.56 0.16
"706" 15 6 "11/01/2011" "LAI" 0.399 1.09 0.06
"707" 15 6 "12/01/2011" "LightInt" 0.172 0.72 0.08
"708" 15 6 "13/12/2010" "stage_code" 3 2.9 0.06
"709" 15 6 "14/01/2011" "LeafLigules" 6.21 7.05 0.86
"710" 15 6 "15/02/2011" "LeafLigules" 15.307 17.14 1.46
"711" 15 6 "17/01/2011" "LeafLigules" 7.234 7.62 0.74
"712" 15 6 "20/12/2010" "LeafLigules" 2.129 2.57 0.51
"713" 15 6 "21/12/2010" "stage_code" 3 2.93 0.07
"714" 15 6 "23/12/2010" "LeafLigules" 2.789 3 0.55
"715" 15 6 "23/12/2010" "LightInt" 0.026 0.17 0.03
"716" 15 6 "26/01/2011" "LeafLigules" 9.474 10 1.1
"717" 15 6 "27/12/2010" "LeafLigules" 3.331 3.71 0.46
"718" 15 6 "31/01/2011" "LeafLigules" 10.782 13 1.41
"719" 15 7 "03/01/2011" "LeafLigules" 14.924 13.81 1.33
"720" 15 7 "03/02/2011" "LightInt" 0.9 0.98 0.01
"721" 15 7 "03/12/2010" "LeafLigules" 6.386 5.9 0.62
"722" 15 7 "04/11/2010" "LeafLigules" 2.517 1.33 0.48
"723" 15 7 "06/01/2011" "LeafLigules" 15.774 14.71 1.68
"724" 15 7 "06/12/2010" "LeafLigules" 6.961 7.52 0.51
"725" 15 7 "08/03/2011" "AboveDM" 14306.065 34590 3496
"726" 15 7 "08/03/2011" "LAI" 4.105 6.85 0.78
"727" 15 7 "08/03/2011" "LeafDM" 1904.496 5078 726
"728" 15 7 "08/03/2011" "StemDM" 7598.781 9307 1110
"729" 15 7 "08/11/2010" "LeafLigules" 2.888 2.62 0.59
"730" 15 7 "09/12/2010" "LeafLigules" 7.57 7.62 0.5
"731" 15 7 "10/01/2011" "LeafLigules" 16.855 18.67 1.77
"732" 15 7 "10/01/2011" "stage_code" 5 6.58 0.11
"733" 15 7 "11/11/2010" "LeafLigules" 3.24 2.86 0.85
"734" 15 7 "12/01/2011" "LightInt" 0.906 0.97 0.01
"735" 15 7 "12/01/2011" "stage_code" 5 6.73 0.04
"736" 15 7 "12/04/2011" "AboveDM" 16488.055 34137 331
"737" 15 7 "12/04/2011" "LeafDM" 1409.366 5151 636
"738" 15 7 "12/04/2011" "StemDM" 7426.119 9074 2445
"739" 15 7 "12/11/2010" "LightInt" 0.033 0.22 0.04
"740" 15 7 "13/12/2010" "LeafLigules" 8.545 8.76 0.7
"741" 15 7 "14/01/2011" "LeafLigules" 17.63 19.86 1.39
"742" 15 7 "14/01/2011" "stage_code" 5 6.8 0
"743" 15 7 "14/12/2010" "AboveDM" 1715.005 3588 1471
"744" 15 7 "14/12/2010" "LAI" 1.609 0.91 0.25
"745" 15 7 "14/12/2010" "LeafDM" 917.188 2192 857
"746" 15 7 "14/12/2010" "StemDM" 623.946 1396 614
"747" 15 7 "15/11/2010" "LeafLigules" 3.896 4.19 0.75
"748" 15 7 "16/12/2010" "LeafLigules" 9.448 9.62 0.8
"749" 15 7 "18/10/2010" "stage_code" 3 2.48 0.18
"750" 15 7 "18/11/2010" "AboveDM" 148.803 205 10
"751" 15 7 "18/11/2010" "LAI" 0.147 0.1 0.04
"752" 15 7 "18/11/2010" "LeafDM" 111.706 138 6
"753" 15 7 "18/11/2010" "LeafLigules" 4.321 4.67 0.73
"754" 15 7 "18/11/2010" "LightInt" 0.062 0.27 0.05
"755" 15 7 "18/11/2010" "StemDM" 23.908 67 4
"756" 15 7 "19/10/2010" "stage_code" 3 2.6 0.11
"757" 15 7 "20/12/2010" "LeafLigules" 10.69 10.19 0.68
"758" 15 7 "21/10/2010" "stage_code" 3 2.73 0.11
"759" 15 7 "21/12/2010" "AboveDM" 2927.997 1908 0
"760" 15 7 "21/12/2010" "LAI" 3.134 2.53 0
"761" 15 7 "21/12/2010" "LeafDM" 1340.707 1116 0
"762" 15 7 "21/12/2010" "StemDM" 1265.04 792 0
"763" 15 7 "22/11/2010" "LeafLigules" 4.864 5.38 0.59
"764" 15 7 "23/12/2010" "LeafLigules" 11.882 11.1 0.7
"765" 15 7 "23/12/2010" "LightInt" 0.788 0.96 0.03
"766" 15 7 "25/11/2010" "AboveDM" 295.887 298 0
"767" 15 7 "25/11/2010" "LAI" 0.254 0.09 0
"768" 15 7 "25/11/2010" "LeafDM" 209.778 184 0
"769" 15 7 "25/11/2010" "LeafLigules" 5.162 5.67 0.66
"770" 15 7 "25/11/2010" "StemDM" 59.985 114 0
"771" 15 7 "27/12/2010" "LeafLigules" 12.86 12.05 1.2
"772" 15 7 "28/10/2010" "LeafLigules" 1.757 1 0
"773" 15 7 "28/10/2010" "stage_code" 3 2.97 0.03
"774" 15 7 "29/11/2010" "LeafLigules" 5.825 5.81 0.6
"775" 15 7 "30/11/2010" "LightInt" 0.161 0.45 0.05
"776" 15 8 "03/01/2011" "LeafLigules" 9.76 10.29 0.85
"777" 15 8 "03/02/2011" "LightInt" 0.931 0.98 0
"778" 15 8 "03/12/2010" "LeafLigules" 3.646 3.71 0.46
"779" 15 8 "06/01/2011" "LeafLigules" 10.611 10.76 0.89
"780" 15 8 "06/05/2011" "AboveDM" 20827.236 30539 1433
"781" 15 8 "06/05/2011" "LeafDM" 1728.497 5457 171
"782" 15 8 "06/05/2011" "StemDM" 7824.277 6871 289
"783" 15 8 "06/12/2010" "LeafLigules" 4.093 4.76 0.44
"784" 15 8 "06/12/2010" "LightInt" 0.055 0.5 0
"785" 15 8 "07/01/2011" "AboveDM" 2889.157 3417 134
"786" 15 8 "07/01/2011" "LAI" 2.893 5.99 0.25
"787" 15 8 "07/01/2011" "LeafDM" 1315.245 1687 259
"788" 15 8 "07/01/2011" "StemDM" 1249.538 1730 124
"789" 15 8 "09/12/2010" "LeafLigules" 4.43 4.81 0.4
"790" 15 8 "10/01/2011" "AboveDM" 3775.469 3316 0
"791" 15 8 "10/01/2011" "LAI" 3.474 5.73 0
"792" 15 8 "10/01/2011" "LeafDM" 1579.554 1810 0
"793" 15 8 "10/01/2011" "LeafLigules" 11.691 13.71 1.15
"794" 15 8 "10/01/2011" "StemDM" 1761.456 1506 0
"795" 15 8 "10/11/2010" "stage_code" 3 2.33 0.24
"796" 15 8 "11/11/2010" "stage_code" 3 2.57 0.26
"797" 15 8 "12/01/2011" "LightInt" 0.809 0.99 0.01
"798" 15 8 "12/11/2010" "stage_code" 3 2.74 0.21
"799" 15 8 "13/12/2010" "AboveDM" 284.788 1922 0
"800" 15 8 "13/12/2010" "LAI" 0.232 0.46 0
"801" 15 8 "13/12/2010" "LeafDM" 198.438 1222 0
"802" 15 8 "13/12/2010" "LeafLigules" 4.97 6.05 0.5
"803" 15 8 "13/12/2010" "StemDM" 61.516 700 0
"804" 15 8 "14/01/2011" "LeafLigules" 12.577 14.29 1.62
"805" 15 8 "14/12/2010" "AboveDM" 314.756 1966 110
"806" 15 8 "14/12/2010" "LAI" 0.252 0.38 0.04
"807" 15 8 "14/12/2010" "LeafDM" 217.617 1041 177
"808" 15 8 "14/12/2010" "StemDM" 69.23 925 66
"809" 15 8 "15/03/2011" "AboveDM" 17477.008 22183 13081
"810" 15 8 "15/03/2011" "LAI" 4.208 8.16 0.27
"811" 15 8 "15/03/2011" "LeafDM" 1985 7821 2844
"812" 15 8 "15/03/2011" "StemDM" 9339.154 10674 341
"813" 15 8 "15/11/2010" "stage_code" 3 2.88 0.09
"814" 15 8 "16/12/2010" "LeafLigules" 5.47 6.67 0.48
